DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,CONTROL_GROUP,TEST_GROUP,MULTIPLE_MEASUREMENT,MULTIPLE_TYPE,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,BIO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,GUIDELINES,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES
95,1077,Lambda-cyhalothrin,>100,EC50,NA,NA,NA,3,1,"Triplicates, at least 500 cells counted ",Karate ® ,>100,EC50,NA,NA,NA,3,1,"Triplicates, at least 500 cells counted ",Not mentionned,1077_ai_a,1077_form_a,1077_1,1,NA,CHO-K1 cell line,"CCL-61; American Type Culture Collection, Rockville, MD, USA",NA,NA,NA,NA,NA,1.5,Insecticide,NO,NO,NA,Environmental,Acute,37,NA,NA,NA,NO,NA,NA,YES,Emulsifiable concentrate ,YES,NA,2023,Cell line so lots of columns don't apply + they actually investigate sublethal effects so maybe not relevant 
96,33,Amitraz,>3.75,EC50,NA,NA,NA,3,1,3 replicates,Azadieno ®,>3.75,EC50,NA,NA,NA,3,1,3 replicates,Not mentionned,33_ai_a,33_form_a,33_1,1,NA, CHO cell line ,"American Type Culture Collection (Manassas, VA, USA)",NA,NA,NA,NA,NA,0,Insecticide,NO,NO,NA,Environmental,Acute,NA,NA,NA,NA,NO,NA,NA,YES,Emulsifiable concentrate ,YES,NA,2025,Cell line so lots of columns don't apply + they actually investigate sublethal effects so maybe not relevant 
97,119,Glyphosate,>100,LC50,NA,NA,NA,4,30,"120 individuals total, batch of 30",Glyphosat TF,>100,LC50,NA,NA,NA,4,30,"120 individuals total, batch of 30",4 parameter logistic ,119_ai_a,119_form_b,119_1,1,Xenopus laevis,African clawed frog,Not indicated,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,Embryo,216,Herbicide,NO,NO,NA,Environmental,Acute,14,NA,NA,2-cell stage,NO,NA,NA,YES,Soluble concentrate,YES,NA,2024,Computed from data extracted from the figures 
98,119,Glyphosate,>100,LC50,NA,NA,NA,4,30,"120 individuals total, batch of 30",Durano,59.506,LC50,1691.534,1691.534,SE,4,30,"120 individuals total, batch of 30",4 parameter logistic ,119_ai_a,119_form_c,119_2,1,Xenopus laevis,African clawed frog,Not indicated,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,Embryo,216,Herbicide,NO,NO,NA,Environmental,Acute,14,NA,NA,2-cell stage,NO,NA,NA,YES,Soluble concentrate,YES,NA,2024,"Very large SE from the computing, because few points"
99,119,Glyphosate,>100,LC50,NA,NA,NA,4,30,"120 individuals total, batch of 30",Helosate ,59.815,LC50,NA,NA,NA,5,30,"150 individuals total, batch of 30",4 parameter logistic ,119_ai_a,119_form_d,119_3,1,Xenopus laevis,African clawed frog,Not indicated,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,Embryo,216,Herbicide,NO,NO,NA,Environmental,Acute,14,NA,NA,2-cell stage,NO,NA,NA,YES,Soluble concentrate,YES,NA,2024,No SE from the computing because few points 
100,487,Chlorpyrifos,0.0099009,LC50,0.0011787,0.0011787,SE,1,1500,1500 worms,Lorsban ® 480 BR,0.0493456,LC50,0.0053102,0.0053102,SE,1,1500,1500 worms,3 parameter logistic ,487_ai_a,487_form_a,487_1,1,Caenorhabditis elegans,NA,"N2, Caenorhabditis Genetics Center, Minnesota, USA",Chromadorea,Nematoda,Animalia,Terrestrial ,Larvae,48,Insecticide,NO,NO,NA,Environmental,Acute,20,NA,NA,L1,NO,NA,NA,NO,Emulsifiable concentrate ,YES,NA,2023,Computed from data extracted from the figures 
101,506,Tebuconazole + prothioconazole,20.1931,EC50,0.7175,0.7175,SE,3,1,"3 independant biological replicates, 9000 cells",Prosaro ® ,9.0339,EC50,0.9762,0.9762,SE,3,1,"3 independant biological replicates, 9000 cells",4 parameter logistic ,506_ai_a,506_form_a,506_1,1,NA,HepaRG wild-type cells,"Biopredic International (Sant Grégoire, France)",NA,NA,NA,NA,NA,24,Fungicide,NO,NO,NA,Environmental,Acute,37,NA,NA,NA,NO,NA,NA,NO,Emulsifiable concentrate ,YES,NA,2023,"Computed from data in the paper, name of the product is not mentionned but I imputed it from the composition"
102,506,Cypermethrin + piperonyl butoxide,476.81,EC50,360.09,360.09,SE,3,1,"3 independant biological replicates, 9000 cells",Sherpa DUO ® ,57.1833,EC50,1.1086,1.1086,SE,3,1,"3 independant biological replicates, 9000 cells",4 parameter logistic ,506_ai_b,506_form_b,506_2,1,NA,HepaRG wild-type cells,"Biopredic International (Sant Grégoire, France)",NA,NA,NA,NA,NA,24,Insecticide,NO,NO,NA,Environmental,Acute,37,NA,NA,NA,NO,NA,NA,NO,Emulsifiable concentrate ,YES,NA,2023,"Computed from data in the paper, name of the product is not mentionned but I imputed it from the composition"
103,243,Propiconazole,151.8189,EC50,8.2144,8.2144,SE,3,1,3 independant replicates ,Mentor ,70.973,EC50,91.343,91.343,SE,3,1,3 independant replicates ,3 parameter logistic ,243_ai_a,243_form_c,243_1,1,Bacillus subtilis,Hay bacillus,strain ASF032321,Bacilli,Bacillota,Bacillati ,Terrestrial ,NA,24,Fungicide,NO,NO,NA,Environmental,Acute,30,NA,NA,NA,NO,NA,NA,NO,Wettable powder,YES,NA,2024,"Computed from data extracted from figures, taking the growth with control as reference"
104,243,Propiconazole,97.529,EC50,17.226,17.226,SE,3,1,3 independant replicates ,Mentor ,>150,EC50,NA,NA,NA,3,1,3 independant replicates ,3 parameter logistic ,243_ai_a,243_form_c,243_1,1,Bacillus subtilis,Hay bacillus,strain ASF032321,Bacilli,Bacillota,Bacillati ,Terrestrial ,NA,48,Fungicide,NO,NO,NA,Environmental,Acute,30,NA,NA,NA,NO,NA,NA,YES,Wettable powder,YES,NA,2024,"Computed from data extracted from figures, taking the growth with control as reference"
105,243,Propiconazole,151.8189,EC50,8.2144,8.2144,SE,3,1,3 independant replicates ,PropiStar,78.419,EC50,21.28,21.28,SE,3,1,3 independant replicates ,3 parameter logistic ,243_ai_a,243_form_d,243_2,1,Bacillus subtilis,Hay bacillus,strain ASF032321,Bacilli,Bacillota,Bacillati ,Terrestrial ,NA,24,Fungicide,NO,NO,NA,Environmental,Acute,30,NA,NA,NA,NO,NA,NA,NO,Emulsifiable concentrate ,YES,NA,2024,"Computed from data extracted from figures, taking the growth with control as reference"
106,243,Propiconazole,97.529,EC50,17.226,17.226,SE,3,1,3 independant replicates ,PropiStar,66.116,EC50,4.747,4.747,SE,3,1,3 independant replicates ,3 parameter logistic ,243_ai_a,243_form_d,243_2,1,Bacillus subtilis,Hay bacillus,strain ASF032321,Bacilli,Bacillota,Bacillati ,Terrestrial ,NA,48,Fungicide,NO,NO,NA,Environmental,Acute,30,NA,NA,NA,NO,NA,NA,NO,Emulsifiable concentrate ,YES,NA,2024,"Computed from data extracted from figures, taking the growth with control as reference"
107,243,Metconazole,88.382,EC50,51.983,51.983,SE,3,1,3 independant replicates ,Quash,>150,EC50,NA,NA,NA,3,1,3 independant replicates ,3 parameter logistic ,243_ai_b,243_form_e,243_3,1,Bacillus subtilis,Hay bacillus,strain ASF032321,Bacilli,Bacillota,Bacillati ,Terrestrial ,NA,24,Fungicide,NO,NO,NA,Environmental,Acute,30,NA,NA,NA,NO,NA,NA,YES,Water-dispersible granule,YES,NA,2024,"Computed from data extracted from figures, taking the growth with control as reference"
108,243,Metconazole,>150,EC50,NA,NA,NA,3,1,3 independant replicates ,Quash,29.415,EC50,10.754,10.754,SE,3,1,3 independant replicates ,3 parameter logistic ,243_ai_b,243_form_e,243_3,1,Bacillus subtilis,Hay bacillus,strain ASF032321,Bacilli,Bacillota,Bacillati ,Terrestrial ,NA,48,Fungicide,NO,NO,NA,Environmental,Acute,30,NA,NA,NA,NO,NA,NA,YES,Water-dispersible granule,YES,NA,2024,"Computed from data extracted from figures, taking the growth with control as reference"
109,243,Metconazole,88.382,EC50,51.983,51.983,SE,3,1,3 independant replicates ,Caramba,9.9521,EC50,23.741,23.741,SE,3,1,3 independant replicates ,3 parameter logistic ,243_ai_b,243_form_f,243_4,1,Bacillus subtilis,Hay bacillus,strain ASF032321,Bacilli,Bacillota,Bacillati ,Terrestrial ,NA,24,Fungicide,NO,NO,NA,Environmental,Acute,30,NA,NA,NA,NO,NA,NA,NO,Emulsifiable concentrate ,YES,NA,2024,"Computed from data extracted from figures, taking the growth with control as reference"
110,243,Metconazole,>150,EC50,NA,NA,NA,3,1,3 independant replicates ,Caramba ,20.366,EC50,10.801,10.801,SE,3,1,3 independant replicates ,3 parameter logistic ,243_ai_b,243_form_f,243_4,1,Bacillus subtilis,Hay bacillus,strain ASF032321,Bacilli,Bacillota,Bacillati ,Terrestrial ,NA,48,Fungicide,NO,NO,NA,Environmental,Acute,30,NA,NA,NA,NO,NA,NA,YES,Emulsifiable concentrate ,YES,NA,2024,"Computed from data extracted from figures, taking the growth with control as reference"
111,406,Glyphosate,>10000,EC50,NA,NA,NA,3,1,3 independant replicates ,Roundup Mega,30.394,EC50,189.691,189.691,SE,3,1,3 independant replicates ,4 parameter logistic ,406_ai_a,406_form_b,406_1,1,NA,HMWB cells,Volunteers,NA,NA,NA,NA,NA,4,Herbicide,NO,NO,NA,Environmental,Acute,37,NA,NA,NA,NO,NA,NA,YES,Soluble concentrate,YES,NA,2023,"Computed from data sent by the authors, SE are really big"
112,406,Glyphosate,>10000,EC50,NA,NA,NA,3,1,3 independant replicates ,Roundup Mega,71.164,EC50,147.964,147.964,SE,3,1,3 independant replicates ,4 parameter logistic ,406_ai_a,406_form_b,406_1,1,NA,HMWB cells,Volunteers,NA,NA,NA,NA,NA,20,Herbicide,NO,NO,NA,Environmental,Acute,37,NA,NA,NA,NO,NA,NA,YES,Soluble concentrate,YES,NA,2023,"Computed from data sent by the authors, SE are really big"
113,406,Glyphosate,>10000,EC50,NA,NA,NA,3,1,3 independant replicates ,Fozat 480,55.353,EC50,222.616,222.616,SE,3,1,3 independant replicates ,4 parameter logistic ,406_ai_a,406_form_c,406_2,1,NA,HMWB cells,Volunteers,NA,NA,NA,NA,NA,4,Herbicide,NO,NO,NA,Environmental,Acute,37,NA,NA,NA,NO,NA,NA,YES,Soluble concentrate,YES,NA,2023,"Computed from data sent by the authors, SE are really big"
114,406,Glyphosate,>10000,EC50,NA,NA,NA,3,1,3 independant replicates ,Fozat 480,65.613,EC50,182.515,182.515,SE,3,1,3 independant replicates ,4 parameter logistic ,406_ai_a,406_form_c,406_2,1,NA,HMWB cells,Volunteers,NA,NA,NA,NA,NA,20,Herbicide,NO,NO,NA,Environmental,Acute,37,NA,NA,NA,NO,NA,NA,YES,Soluble concentrate,YES,NA,2023,"Computed from data sent by the authors, SE are really big"
115,406,Glyphosate,>10000,EC50,NA,NA,NA,3,1,3 independant replicates ,Glyfos ,60.797,EC50,84.678,84.678,SE,3,1,3 independant replicates ,4 parameter logistic ,406_ai_a,406_form_d,406_3,1,NA,HMWB cells,Volunteers,NA,NA,NA,NA,NA,4,Herbicide,NO,NO,NA,Environmental,Acute,37,NA,NA,NA,NO,NA,NA,YES,Liquid,YES,NA,2023,"Computed from data sent by the authors, SE are really big"
116,406,Glyphosate,>10000,EC50,NA,NA,NA,3,1,3 independant replicates ,Glyfos ,48.49,EC50,228.93,228.93,SE,3,1,3 independant replicates ,4 parameter logistic ,406_ai_a,406_form_d,406_3,1,NA,HMWB cells,Volunteers,NA,NA,NA,NA,NA,20,Herbicide,NO,NO,NA,Environmental,Acute,37,NA,NA,NA,NO,NA,NA,YES,Liquid,YES,NA,2023,"Computed from data sent by the authors, SE are really big"
117,628,Glyphosate,500,IC50,NA,NA,NA,5,1,Each data points at least 5 measurements ,Liquidator ,400,IC50,140,140,SE,5,1,Each data points at least 5 measurements ,Not mentionned,628_ai_a,628_form_b,628_1,1,Photobacterium phosphoreum,NA,Museum at the IBP SB RAS,Gammaproteobacteria,Proteobacteria,Pseudomonadati,Aquatic,NA,0,Herbicide,NO,NO,NA,Environmental,Acute,NA,NA,NA,NA,NO,NA,NA,YES,Soluble concentrate,YES,NA,2023,Additionnal data sent by authors
118,628,Glyphosate,500,IC50,NA,NA,NA,5,1,Each data points at least 5 measurements ,Tornado Extra,400,IC50,152,152,SE,5,1,Each data points at least 5 measurements ,Not mentionned,628_ai_a,628_form_c,628_2,1,Photobacterium phosphoreum,NA,Museum at the IBP SB RAS,Gammaproteobacteria,Proteobacteria,Pseudomonadati,Aquatic,NA,0,Herbicide,NO,NO,NA,Environmental,Acute,NA,NA,NA,NA,NO,NA,NA,YES,UNSURE,YES,NA,2023,Additionnal data sent by authors
